ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
5,Melbourne,Australian Open,2025-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Lehecka J.,Gaston H.,29,81.0,1660,703.0,6.0,3.0,3.0,1.0,,,,,,,1.0,0.0,Retired,1.05,11.0,1.09,9.71,1.09,11.4,1.06,9.38
5,Melbourne,Australian Open,2025-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Alcaraz C.,Nishioka Y.,3,65.0,7010,807.0,6.0,0.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.02,19.0,1.02,29.55,1.02,29.55,1.02,15.68
5,Melbourne,Australian Open,2025-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Bonzi B.,Passaro F.,64,104.0,819,571.0,6.0,2.0,6.0,4.0,3.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.25,4.0,1.28,4.1,1.32,4.1,1.29,3.69
5,Melbourne,Australian Open,2025-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Borges N.,Thompson J.,33,27.0,1445,1695.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.91,1.91,1.95,1.95,1.95,2.04,1.88,1.93
5,Melbourne,Australian Open,2025-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Carballes Baena R.,Duckworth J.,57,89.0,981,637.0,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.57,2.38,1.63,2.45,1.63,2.45,1.61,2.32
5,Melbourne,Australian Open,2025-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Faria J.,7,125.0,3900,481.0,6.0,1.0,6.0,7.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.01,23.0,1.02,29.32,1.03,29.32,1.02,16.15
5,Melbourne,Australian Open,2025-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Fils A.,Halys Q.,21,74.0,2280,756.0,6.0,2.0,4.0,6.0,7.0,6.0,7.0,5.0,,,3.0,1.0,Completed,1.22,4.33,1.25,4.51,1.25,4.51,1.23,4.15
5,Melbourne,Australian Open,2025-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Vukic A.,Korda S.,68,22.0,778,2065.0,6.0,4.0,3.0,6.0,2.0,6.0,6.0,3.0,7.0,5.0,3.0,2.0,Completed,4.33,1.22,4.15,1.28,4.33,1.28,4.03,1.24
5,Melbourne,Australian Open,2025-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Fearnley J.,Cazaux A.,92,78.0,632,732.0,3.0,6.0,7.0,5.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.62,2.3,1.65,2.4,1.68,2.4,1.64,2.26
5,Melbourne,Australian Open,2025-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Mensik J.,Ruud C.,48,6.0,1162,4210.0,6.0,2.0,3.0,6.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,2.1,1.73,2.17,1.78,2.23,1.78,2.1,1.74
5,Melbourne,Australian Open,2025-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Draper J.,Kokkinakis T.,18,71.0,2530,766.0,6.0,7.0,6.0,3.0,3.0,6.0,7.0,5.0,6.0,3.0,3.0,2.0,Completed,1.44,2.75,1.47,2.92,1.56,2.92,1.44,2.77
5,Melbourne,Australian Open,2025-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Davidovich Fokina A.,Auger-Aliassime F.,66,23.0,790,1905.0,6.0,7.0,6.0,7.0,6.0,4.0,6.0,1.0,6.0,3.0,3.0,2.0,Completed,3.75,1.29,3.84,1.31,3.84,1.33,3.57,1.3
5,Melbourne,Australian Open,2025-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Humbert U.,Habib H.,14,219.0,2765,264.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.08,8.0,1.13,7.35,1.13,8.0,1.1,6.99
5,Melbourne,Australian Open,2025-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Martinez P.,2,44.0,7635,1220.0,6.0,1.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.02,21.0,1.02,28.08,1.02,28.08,1.01,16.29
5,Melbourne,Australian Open,2025-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Paul T.,Nishikori K.,11,76.0,3195,743.0,6.0,7.0,6.0,0.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,1.4,3.0,1.45,2.97,1.47,3.0,1.41,2.88
5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Kecmanovic M.,Hurkacz H.,51,17.0,1096,2555.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,3.75,1.29,3.52,1.35,3.75,1.35,3.47,1.31
5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Khachanov K.,Diallo G.,19,86.0,2410,646.0,7.0,6.0,4.0,6.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.33,3.4,1.31,3.85,1.33,3.85,1.32,3.41
5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Altmaier D.,41,101.0,1280,582.0,7.0,5.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.2,4.5,1.24,4.46,1.26,4.54,1.22,4.38
5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Musetti L.,Shapovalov D.,15,56.0,2600,1006.0,7.0,6.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,2.1,1.73,2.08,1.84,2.1,1.87,2.01,1.81
5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Cerundolo F.,Diaz Acosta F.,31,73.0,1620,758.0,6.0,2.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.4,3.0,1.36,3.48,1.42,3.48,1.39,3.0
5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Shelton B.,Carreno Busta P.,20,182.0,2280,317.0,6.0,3.0,6.0,3.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,1.3,3.5,1.32,3.77,1.35,3.77,1.31,3.45
5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,Boyer T.,8,136.0,3535,448.0,6.0,2.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.03,15.0,1.04,17.5,1.05,17.5,1.03,12.57
5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Moutet C.,Krueger M.,69,146.0,772,396.0,4.0,6.0,6.0,4.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.5,2.63,1.56,2.61,1.56,2.75,1.5,2.6
5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Fritz T.,Garin C.,4,150.0,5350,382.0,6.0,2.0,6.0,1.0,6.0,0.0,,,,,3.0,0.0,Completed,1.04,13.0,1.04,18.2,1.04,18.2,1.03,13.02
5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Giron M.,Etcheverry T.,46,38.0,1175,1315.0,7.0,5.0,3.0,6.0,7.0,5.0,3.0,6.0,6.0,4.0,3.0,2.0,Completed,1.91,1.91,2.0,1.91,2.0,1.94,1.92,1.89
5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Michelsen A.,Mccabe J.,42,258.0,1270,216.0,7.0,5.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.11,6.5,1.14,7.05,1.15,7.05,1.12,6.27
5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Marozsan F.,Tiafoe F.,59,16.0,960,2560.0,6.0,7.0,6.0,4.0,3.0,6.0,6.0,4.0,6.0,1.0,3.0,2.0,Completed,2.75,1.44,2.56,1.58,2.75,1.58,2.6,1.5
5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Sonego L.,Fonseca J.,55,112.0,1026,520.0,6.0,7.0,6.0,3.0,6.0,1.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,5.0,1.17,4.82,1.22,5.2,1.23,4.72,1.2
5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Rune H.,Berrettini M.,13,34.0,2910,1380.0,7.0,6.0,2.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,2.2,1.67,2.25,1.72,2.25,1.77,2.13,1.71
5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Sinner J.,Schoolkate T.,1,173.0,11830,336.0,4.0,6.0,6.0,4.0,6.0,1.0,6.0,3.0,,,3.0,1.0,Completed,1.01,34.0,1.01,51.48,1.02,51.48,1.01,20.26
5,Melbourne,Australian Open,2025-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Tien L.,Medvedev D.,121,5.0,493,5030.0,6.0,3.0,7.0,6.0,6.0,7.0,1.0,6.0,7.0,6.0,3.0,2.0,Completed,5.0,1.17,6.77,1.14,6.77,1.19,5.36,1.16
5,Melbourne,Australian Open,2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Paul T.,Carballes Baena R.,11,57.0,3195,981.0,7.0,6.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,1.13,6.0,1.16,6.23,1.17,6.23,1.14,5.67
5,Melbourne,Australian Open,2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Alcaraz C.,Borges N.,3,33.0,7010,1445.0,6.0,2.0,6.0,4.0,6.0,7.0,6.0,2.0,,,3.0,1.0,Completed,1.03,17.0,1.03,23.4,1.04,23.4,1.03,13.97
5,Melbourne,Australian Open,2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Fearnley J.,2,92.0,7635,632.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.07,9.0,1.08,10.86,1.08,10.86,1.07,8.72
5,Melbourne,Australian Open,2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Davidovich Fokina A.,Mensik J.,66,48.0,790,1162.0,3.0,6.0,4.0,6.0,7.0,6.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,2.63,1.5,2.65,1.55,2.72,1.55,2.6,1.5
5,Melbourne,Australian Open,2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Humbert U.,Fils A.,14,21.0,2765,2280.0,4.0,6.0,7.0,5.0,6.0,4.0,1.0,0.0,,,2.0,1.0,Retired,1.57,2.38,1.65,2.39,1.66,2.48,1.58,2.38
5,Melbourne,Australian Open,2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Machac T.,7,25.0,3900,1805.0,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.22,4.33,1.22,4.85,1.28,4.85,1.24,4.03
5,Melbourne,Australian Open,2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Lehecka J.,Bonzi B.,29,64.0,1660,819.0,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.29,3.75,1.29,4.01,1.3,4.01,1.29,3.65
5,Melbourne,Australian Open,2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Draper J.,Vukic A.,18,68.0,2530,778.0,6.0,4.0,2.0,6.0,5.0,7.0,7.0,6.0,7.0,6.0,3.0,2.0,Completed,1.22,4.33,1.2,5.29,1.24,5.29,1.22,4.36
5,Melbourne,Australian Open,2025-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Michelsen A.,Khachanov K.,42,19.0,1270,2410.0,6.0,3.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,2.5,1.53,2.5,1.6,2.5,1.66,2.37,1.58
5,Melbourne,Australian Open,2025-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Monfils G.,Fritz T.,41,4.0,1280,5350.0,3.0,6.0,7.0,5.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,7.0,1.1,7.4,1.13,7.4,1.15,6.44,1.12
5,Melbourne,Australian Open,2025-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,De Minaur A.,Cerundolo F.,8,31.0,3535,1620.0,5.0,7.0,7.0,6.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.08,8.0,1.11,8.45,1.13,8.45,1.1,7.3
5,Melbourne,Australian Open,2025-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Sonego L.,Marozsan F.,55,59.0,1026,960.0,6.0,7.0,7.0,6.0,6.0,1.0,6.0,2.0,,,3.0,1.0,Completed,1.8,2.0,1.85,2.07,1.85,2.1,1.79,2.02
5,Melbourne,Australian Open,2025-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Tien L.,Moutet C.,121,69.0,493,772.0,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.91,1.91,1.93,1.98,1.93,2.01,1.87,1.93
5,Melbourne,Australian Open,2025-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Shelton B.,Musetti L.,20,15.0,2280,2600.0,6.0,3.0,3.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.62,2.3,1.63,2.43,1.69,2.43,1.63,2.27
5,Melbourne,Australian Open,2025-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Sinner J.,Giron M.,1,46.0,11830,1175.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,23.0,1.02,32.69,1.03,32.69,1.02,16.82
5,Melbourne,Australian Open,2025-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Rune H.,Kecmanovic M.,13,51.0,2910,1096.0,6.0,7.0,6.0,3.0,4.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.44,2.75,1.5,2.78,1.5,2.85,1.46,2.73
5,Melbourne,Australian Open,2025-01-19,Grand Slam,Outdoor,Hard,4th Round,5,Paul T.,Davidovich Fokina A.,11,66.0,3195,790.0,6.0,1.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.25,4.0,1.25,4.5,1.28,4.5,1.24,3.99
5,Melbourne,Australian Open,2025-01-19,Grand Slam,Outdoor,Hard,4th Round,5,Alcaraz C.,Draper J.,3,18.0,7010,2530.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Retired,1.08,8.0,1.09,10.06,1.12,10.06,1.08,8.12
5,Melbourne,Australian Open,2025-01-19,Grand Slam,Outdoor,Hard,4th Round,5,Zverev A.,Humbert U.,2,14.0,7635,2765.0,6.0,1.0,2.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.17,5.0,1.17,5.89,1.21,5.89,1.17,4.97
5,Melbourne,Australian Open,2025-01-19,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Lehecka J.,7,29.0,3900,1660.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.25,4.0,1.23,4.68,1.28,4.68,1.25,3.96
5,Melbourne,Australian Open,2025-01-20,Grand Slam,Outdoor,Hard,4th Round,5,Sinner J.,Rune H.,1,13.0,11830,2910.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.08,8.0,1.07,11.23,1.09,11.23,1.08,8.31
5,Melbourne,Australian Open,2025-01-20,Grand Slam,Outdoor,Hard,4th Round,5,Sonego L.,Tien L.,55,121.0,1026,493.0,6.0,3.0,6.0,2.0,3.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.67,2.2,1.74,2.22,1.86,2.22,1.74,2.1
5,Melbourne,Australian Open,2025-01-20,Grand Slam,Outdoor,Hard,4th Round,5,Shelton B.,Monfils G.,20,41.0,2280,1280.0,7.0,6.0,6.0,7.0,7.0,6.0,1.0,0.0,,,2.0,1.0,Retired,1.62,2.3,1.6,2.5,1.63,2.5,1.61,2.33
5,Melbourne,Australian Open,2025-01-20,Grand Slam,Outdoor,Hard,4th Round,5,De Minaur A.,Michelsen A.,8,42.0,3535,1270.0,6.0,0.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.25,4.0,1.28,4.12,1.29,4.12,1.26,3.83
5,Melbourne,Australian Open,2025-01-21,Grand Slam,Outdoor,Hard,Quarterfinals,5,Zverev A.,Paul T.,2,11.0,7635,3195.0,7.0,6.0,7.0,6.0,2.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.33,3.4,1.36,3.4,1.37,3.48,1.35,3.26
5,Melbourne,Australian Open,2025-01-21,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Alcaraz C.,7,3.0,3900,7010.0,4.0,6.0,6.0,4.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,2.5,1.53,2.62,1.56,2.7,1.56,2.57,1.52
5,Melbourne,Australian Open,2025-01-22,Grand Slam,Outdoor,Hard,Quarterfinals,5,Shelton B.,Sonego L.,20,55.0,2280,1026.0,6.0,4.0,7.0,5.0,4.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.36,3.2,1.4,3.22,1.4,3.3,1.37,3.15
5,Melbourne,Australian Open,2025-01-22,Grand Slam,Outdoor,Hard,Quarterfinals,5,Sinner J.,De Minaur A.,1,8.0,11830,3535.0,6.0,3.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.17,5.0,1.19,5.34,1.19,5.5,1.17,5.1
5,Melbourne,Australian Open,2025-01-24,Grand Slam,Outdoor,Hard,Semifinals,5,Zverev A.,Djokovic N.,2,7.0,7635,3900.0,7.0,6.0,,,,,,,,,1.0,0.0,Retired,2.3,1.62,2.45,1.63,2.45,1.7,2.31,1.63
5,Melbourne,Australian Open,2025-01-24,Grand Slam,Outdoor,Hard,Semifinals,5,Sinner J.,Shelton B.,1,20.0,11830,2280.0,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.05,11.0,1.09,10.06,1.09,11.0,1.06,9.51
5,Melbourne,Australian Open,2025-01-26,Grand Slam,Outdoor,Hard,The Final,5,Sinner J.,Zverev A.,1,2.0,11830,7635.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.33,3.4,1.34,3.6,1.39,3.4,1.35,3.31
6,Montpellier,Open Sud de France,2025-01-27,ATP250,Indoor,Hard,1st Round,3,Bu Y.,Altmaier D.,71,91.0,787,622.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.73,2.22,1.73,2.4,1.62,2.28
6,Montpellier,Open Sud de France,2025-01-27,ATP250,Indoor,Hard,1st Round,3,Cazaux A.,Wawrinka S.,101,154.0,582,361.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.56,2.56,1.62,2.6,1.54,2.44
6,Montpellier,Open Sud de France,2025-01-27,ATP250,Indoor,Hard,1st Round,3,Koepfer D.,Barrere G.,118,144.0,515,406.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.04,1.85,2.1,1.96,1.97,1.81
6,Montpellier,Open Sud de France,2025-01-28,ATP250,Indoor,Hard,1st Round,3,Eubanks C.,Kachmazov A.,111,199.0,548,299.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.85,2.05,1.85,2.12,1.77,2.02
6,Montpellier,Open Sud de France,2025-01-28,ATP250,Indoor,Hard,1st Round,3,Lestienne C.,Coric B.,177,103.0,323,575.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.0,1.8,1.94,1.94,2.0,1.94,1.94,1.84
6,Montpellier,Open Sud de France,2025-01-28,ATP250,Indoor,Hard,1st Round,3,Griekspoor T.,Van De Zandschulp B.,46,84.0,1190,672.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.66,2.35,1.66,2.53,1.58,2.35
6,Montpellier,Open Sud de France,2025-01-28,ATP250,Indoor,Hard,1st Round,3,Bellucci M.,Pouille L.,98,104.0,605,575.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.04,1.85,2.25,1.85,2.08,1.73
6,Montpellier,Open Sud de France,2025-01-28,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Mannarino A.,132,108.0,460,561.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.09,1.82,2.12,1.82,2.08,1.74
6,Montpellier,Open Sud de France,2025-01-28,ATP250,Indoor,Hard,1st Round,3,Rinderknech A.,Mayot H.,61,130.0,924,472.0,7.0,6.0,2.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.44,2.75,1.45,2.93,1.48,2.93,1.44,2.74
6,Montpellier,Open Sud de France,2025-01-29,ATP250,Indoor,Hard,1st Round,3,Basilashvili N.,Kukushkin M.,178,112.0,323,541.0,6.0,3.0,3.0,6.0,5.0,0.0,,,,,1.0,1.0,Retired,1.57,2.38,1.7,2.27,1.7,2.4,1.6,2.31
6,Montpellier,Open Sud de France,2025-01-29,ATP250,Indoor,Hard,1st Round,3,De Jong J.,Halys Q.,131,74.0,466,756.0,7.0,6.0,2.0,0.0,,,,,,,1.0,0.0,Retired,2.63,1.5,2.59,1.56,2.65,1.56,2.57,1.49
6,Montpellier,Open Sud de France,2025-01-29,ATP250,Indoor,Hard,1st Round,3,Kovacevic A.,Goffin D.,102,56.0,577,994.0,6.0,2.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.62,2.3,1.65,2.37,1.65,2.38,1.6,2.29
6,Montpellier,Open Sud de France,2025-01-29,ATP250,Indoor,Hard,2nd Round,3,Rublev A.,Eubanks C.,10,111.0,3130,548.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.26,4.29,1.26,4.29,1.23,4.01
6,Montpellier,Open Sud de France,2025-01-29,ATP250,Indoor,Hard,2nd Round,3,Bu Y.,Lestienne C.,71,177.0,787,323.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.61,2.49,1.67,2.49,1.61,2.28
6,Montpellier,Open Sud de France,2025-01-29,ATP250,Indoor,Hard,2nd Round,3,Auger-Aliassime F.,Cazaux A.,23,101.0,1855,582.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.43,3.08,1.46,3.08,1.43,2.79
6,Montpellier,Open Sud de France,2025-01-29,ATP250,Indoor,Hard,2nd Round,3,Bublik A.,Koepfer D.,39,118.0,1330,515.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.77,2.18,1.77,2.25,1.69,2.14
6,Montpellier,Open Sud de France,2025-01-30,ATP250,Indoor,Hard,2nd Round,3,De Jong J.,Cobolli F.,131,34.0,466,1392.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.59,1.57,2.63,1.57,2.53,1.51
6,Montpellier,Open Sud de France,2025-01-30,ATP250,Indoor,Hard,2nd Round,3,Kovacevic A.,Bellucci M.,102,98.0,577,605.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.76,2.19,1.82,2.19,1.77,2.03
6,Montpellier,Open Sud de France,2025-01-30,ATP250,Indoor,Hard,2nd Round,3,Griekspoor T.,Gasquet R.,46,132.0,1190,460.0,6.0,3.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.36,3.2,1.44,3.04,1.44,3.2,1.38,3.0
6,Montpellier,Open Sud de France,2025-01-30,ATP250,Indoor,Hard,2nd Round,3,Basilashvili N.,Rinderknech A.,178,61.0,323,924.0,6.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.3,1.69,2.38,1.69,2.27,1.63
6,Montpellier,Open Sud de France,2025-01-31,ATP250,Indoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Bu Y.,23,71.0,1855,787.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.26,4.3,1.29,4.3,1.25,3.82
6,Montpellier,Open Sud de France,2025-01-31,ATP250,Indoor,Hard,Quarterfinals,3,De Jong J.,Griekspoor T.,131,46.0,466,1190.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,3.0,1.45,3.0,1.46,2.82,1.42
6,Montpellier,Open Sud de France,2025-01-31,ATP250,Indoor,Hard,Quarterfinals,3,Rublev A.,Basilashvili N.,10,178.0,3130,323.0,5.0,2.0,,,,,,,,,0.0,0.0,Retired,1.2,4.5,1.24,4.53,1.25,4.6,1.21,4.29
6,Montpellier,Open Sud de France,2025-01-31,ATP250,Indoor,Hard,Quarterfinals,3,Kovacevic A.,Bublik A.,102,39.0,577,1330.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.27,1.71,2.27,1.73,2.19,1.67
6,Montpellier,Open Sud de France,2025-02-01,ATP250,Indoor,Hard,Semifinals,3,Auger-Aliassime F.,De Jong J.,23,131.0,1855,466.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.21,5.13,1.21,5.16,1.18,4.81
6,Montpellier,Open Sud de France,2025-02-01,ATP250,Indoor,Hard,Semifinals,3,Kovacevic A.,Rublev A.,102,10.0,577,3130.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.25,3.94,1.3,4.0,1.3,3.85,1.26
6,Montpellier,Open Sud de France,2025-02-02,ATP250,Indoor,Hard,The Final,3,Auger-Aliassime F.,Kovacevic A.,23,102.0,1855,577.0,6.0,2.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.25,4.0,1.29,3.98,1.29,4.0,1.26,3.83
